['500188', 'crmcontactform.com', '-2']
['542009', 'toluehagh.ir', '-2']
['542018', 'szlanm.com', '-2']
['542021', 'yuricareport.com', '-2']
['542076', 'naltrexoneoverthecounter.space', '-2']
['542101', 'eaton.de', '-2']
['542106', 'valtrexcompareprices.com', '-2']
['542283', 'tadalafilnorxprice.com', '-2']
['542291', 'pradosoft.com', '-2']
['542307', 'gzkxc.com.cn', '-2']
['542369', 'samsabit.com', '-2']
['542686', 'impelshopbd.com', '-2']
['542754', 'blogonline.ru', '-2']
['542960', 'xlglvc.cn', '-2']
['543104', 'urkaenx.ru', '-2']
['543199', 'zjgyhhb.com', '-2']
['543210', 'china2car.com', '-2']
['543255', 'wupload.fr', '-2']
['543403', 'lrcost.com', '-2']
['543432', 'luborunkm.com', '-2']
['543534', 'china-luyo.com', '-2']
['543700', 'xinchousuo.com', '-2']
['543702', 'jnbdjx.com', '-2']
['543804', 'newsmeback.info', '-2']
['543832', 'bluwiki.com', '-2']
['543835', 'newspicker-18.xyz', '-2']
['544028', 'sallybolujoko.com', '-2']
['544089', 'asuppsttp.com', '-2']
['544161', 'orthok.cn', '-2']
['544182', 'mfeakeb.top', '-2']
['544187', 'techdown.com.br', '-2']
['544212', 'kokobaby.com', '-2']
['544263', 'creativemindsplanet.com', '-2']
['544305', 'chikiigame.com', '-2']
['544326', 'sushmabuiltech.co.in', '-2']
['544388', 'cigarboxbowtie.com', '-2']
['544401', 'pnueb.ir', '-2']
['544421', 'thanku.name', '-2']
['544447', 'ccqm.com.cn', '-2']
['544618', 'lovenotes.com', '-2']
['544633', 'jiugang.com', '-2']
['544706', 'xxstk.com', '-2']
['544707', 'californiasurfergirl.org', '-2']
['544816', 'newspicker-45.xyz', '-2']
['544828', 'tea66.ru', '-2']
['544836', 'pgrouping.com', '-2']
['544953', 'newspicker-34.xyz', '-2']
['544966', 'aleailarm.com', '-2']
['545004', 'smxdpu.com', '-2']
['545041', 'sjzbasha.com', '-2']
['545080', 'teflalumni.com', '-2']
['545207', 'highvelocitybookkeeping.com', '-2']
['545219', 'american-airlines-reservations.net', '-2']
['545275', 'calzapedic.es', '-2']
['545345', 'dailymailnews.com', '-2']
['545494', 'regoparkdeliandpastry.com', '-2']
['545554', 'pe-machined-parts.com', '-2']
['545593', 'omantv.com', '-2']
['545658', '2481e.com', '-2']
['545772', 'thinkdesignblog.com', '-2']
['545785', 'illadelink.com', '-2']
['545800', 'excitecompetitions.co.uk', '-2']
['545845', 'apsltd.com', '-2']
['545911', 'fightthesmears.com', '-2']
['545957', 'syhlspa.com', '-2']
['545958', 'ivzem.ru', '-2']
['546031', 'jllrealviews.com', '-2']
['546043', 'humam.com', '-2']
['546048', 'techhome.ru', '-2']
['546148', '3dsigns.pk', '-2']
['546274', 'zmovie.tv', '-2']
['546325', 'flamingo.trade', '-2']
['546367', 'tunivisions.net', '-2']
['546368', 'iem.gov.tr', '-2']
['546546', 'mrholmesbakehouse.com', '-2']
['546583', 'furniturerepair.co.za', '-2']
['546586', 'modaellas.com', '-2']
['546587', 'jxjyzy.com', '-2']
['546598', 'festex.com.br', '-2']
['546609', 'etam.com.cn', '-2']
['546620', 'qimbo.ru', '-2']
['546631', 'marmot-cloud.com', '-2']
['546689', 'sasktelwebsite.net', '-2']
['546727', 'ranqidianhua.com', '-2']
['546735', 'shucheng.gov.cn', '-2']
['546747', 'jinggaipifa.com', '-2']
['546759', 'newspicker-42.xyz', '-2']
['546763', 'packelec.net', '-2']
['546867', 'sildenafilcheapestprices.com', '-2']
['546973', 'picksmiles.com', '-2']
['546994', 'digladiol.xyz', '-2']
['547033', 'hkmu.cn', '-2']
['547192', 'satellite.net', '-2']
['547265', 'weddingdiets.org.uk', '-2']
['547285', 'winning-eleven.net', '-2']
['547342', 'supremepanel6.co.uk', '-2']
['547356', 'reymbru.ru', '-2']
['547588', 'yesscotland.net', '-2']
['547656', 'poseidonhd.co', '-2']
['547676', 'cctvzonesidoarjo.com', '-2']
['547715', '38dufilm.com', '-2']
['547721', 'nalvest.ru', '-2']
['547799', 'zmlearn.com', '-2']
['547810', 'banalatatv.xyz', '-2']
['547914', 'angela-rossrealty.org', '-2']
['548027', 'ioiox.com', '-2']
['548139', 'thesuigenerisfoundationberkeley.org', '-2']
['548228', 'oasis.gov.in', '-2']
['548257', 'coddc.com', '-2']
['548347', 'jzswsny.ru', '-2']
['548363', 'toplinkchannel.com', '-2']
['548551', 'hungrygirlporvida.com', '-2']
['548564', 'weiyinwang.cn', '-2']
['548618', 'papersflowers.com', '-2']
['548634', 'webactive.com', '-2']
['548802', 'intermoviesnet.com', '-2']
['548848', 'creativemindmaker.com.ng', '-2']
['548852', 'bljywwb.ru', '-2']
['548912', 'humanists.net', '-2']
['548913', 'mrhua.net', '-2']
['548934', 'instagramfollowbutton.com', '-2']
['548938', 'chubbybody.com', '-2']
['548998', 'spezify.com', '-2']
['549088', 'cote-remparts.com', '-2']
['549210', 'universitychina.net', '-2']
['549296', 'pillsthatkill.com', '-2']
['549339', 'greekhotel.com', '-2']
['549367', 'isgtw.org', '-2']
['549408', 'rune2.com', '-2']
['549615', 'iscookin.com', '-2']
['549655', 'takmob.net', '-2']
['549710', 'osiu.kr', '-2']
['549761', 'ywhuiyuan.com', '-2']
['549773', 'whcbsm.com', '-2']
['549827', 'weboscope.com', '-2']
['549837', 'limo111.com', '-2']
['549871', 'see-doo.cn', '-2']
['549877', '1234wu.com', '-2']
['549904', 'niu.ac.ug', '-2']
['549932', 'twjr.ru', '-2']
['550064', 'friezeartfair.com', '-2']
['550103', 'naturaherba.fit', '-2']
['550104', 'ahlottery.com', '-2']
['550337', 'ugg-australia.com.co', '-2']
['550440', 'digitechmark.co.uk', '-2']
['550452', 'ysn.ru', '-2']
['550511', 'letterbank3a.xyz', '-2']
['550761', 'cnzcpv.com', '-2']
['550884', 'svrs.rs.gov.br', '-2']
['550953', 'russia-ukraine.tk', '-2']
['551045', 'kot-bubu.ru', '-2']
['551142', 'beasttimehd.com', '-2']
['551179', 'languagescanada.ca', '-2']
['551332', 'yaotou.com', '-2']
['551421', 'dfa-lagos.com', '-2']
['551459', 'gorod-novgorod.ru', '-2']
['551482', 'bjbilizi.com', '-2']
['551550', '1mall.com', '-2']
['551584', 'm3forum.net', '-2']
['551719', 'flipandroid.com', '-2']
['551807', 'jimcarrey.com', '-2']
['551815', 'bazaarmohr.ir', '-2']
['551866', 'wedchina.com', '-2']
['552018', 'newspicker-33.xyz', '-2']
['552061', 'tepgames.com', '-2']
['552162', 'aklm.cc', '-2']
['552176', 'y3600.co', '-2']
['552182', 'htjx816.com', '-2']
['552207', 'virtualrealitytimes.com', '-2']
['552317', 'totomobile.net', '-2']
['552332', 'ett.cc', '-2']
['552337', 'newspicker-17.xyz', '-2']
['552371', 'haoword.com', '-2']
['552387', 'newspicker-41.xyz', '-2']
['552444', 'shinbunnewsbabel7a.xyz', '-2']
['552504', 'dgpump86.com', '-2']
['552649', 'parseapp.com', '-2']
['552673', 'cephalexincheapestoffers.com', '-2']
['552690', 'cartapacio.edu.ar', '-2']
['552827', 'llnisfj.ru', '-2']
['552831', 'hesjptt.net.cn', '-2']
['552837', 'qingcigame.com', '-2']
['552846', 'studyinchina.com.my', '-2']
['552851', 'vipmall.ltd', '-2']
['552868', 'newspicker-7.xyz', '-2']
['552875', 'yitutech.com', '-2']
['552991', 'ebot.com', '-2']
['552995', 'capptain.com', '-2']
['553016', 'sdgjlzx.com', '-2']
['553071', 'manolo-blahnik.us', '-2']
['553142', 'sunpc.vn', '-2']
['553196', 'sweetnote.com', '-2']
['553225', 'uidzhx.com', '-2']
['553246', 'drrudraghosheye.com', '-2']
['553270', 'shouxi.net', '-2']
['553278', '1816dela.com', '-2']
['553287', 'businessreviewcanada.ca', '-2']
['553330', 'top10techtalk.com', '-2']
['553359', 'online-recht.de', '-2']
['553378', 'njshaode.com', '-2']
['553463', 'aoao365.com', '-2']
['553484', 'zercalo-7.com', '-2']
['553516', 'brighton-hove-rpml.org.uk', '-2']
['553683', 'gszl.net', '-2']
['553733', 'ttparliament.org', '-2']
['553737', 'espaexperts.com', '-2']
['553800', 'nyzhishan.com', '-2']
['553835', 'maakhanchodparth.xyz', '-2']
['553873', 'newspicker-50.xyz', '-2']
['553886', 'haixiachina.com', '-2']
['553939', 'domain.net', '-2']
['553973', 'onlytgirls.com', '-2']
['554142', 'thedailynecessities.com', '-2']
['554225', 'spotlife.net', '-2']
['554256', 'lady.ru', '-2']
['554326', 'aklglpwljiv.com', '-2']
['554356', 'nikefactory.org', '-2']
['554409', 'austintenniscourts.com', '-2']
['554415', 'izmirmekanik.com', '-2']
['554471', 'nexgenwars.com', '-2']
['554577', 'marketinghq.com.bd', '-2']
['554599', 'admaya.in', '-2']
['554665', 'itconnect.ir', '-2']
['554817', 'mbmods.xyz', '-2']
['554836', 'xn--80abaqkde1ancgck3acqe6e.xn--p1ai', '-2']
['554891', 'drsureshquiz.com', '-2']
['554930', 'netcell.inf.br', '-2']
['554946', 'newspicker-10.xyz', '-2']
['554964', 'newspicker-44.xyz', '-2']
['554999', 'brideside.com', '-2']
['555005', 'internetyogi.com', '-2']
['555040', 'fwbusinesspress.com', '-2']
['555062', 'andante.com', '-2']
['555075', 'gdmossassociates.com', '-2']
['555102', 'guardbnb.com', '-2']
['555111', 'blogspot.pl', '-2']
['555188', 'newspicker-3.xyz', '-2']
['555216', 'allr-med.com', '-2']
['555217', 'russiasport.ru', '-2']
['555223', 'alpenjaeger.com', '-2']
['555240', 'hultcos.com', '-2']
['555272', 'xgslb.net', '-2']
['555293', 'rkapparels.com', '-2']
['555396', 'czsuntown.com', '-2']
['555398', 'bn163.net', '-2']
['555449', 'filmto.site', '-2']
['555497', 'bestweddingvenues.info', '-2']
['555518', 'newspicker-46.xyz', '-2']
['555533', 'creditrepaircures.org', '-2']
['555540', 'newsoceanfeed.xyz', '-2']
['555688', 'navking.com', '-2']
['555690', 'periodicals.net.cn', '-2']
['555712', 'njsugibo.com', '-2']
['555724', '420oregon.org', '-2']
['555769', 'consensusui.com', '-2']
['555805', 'tarashetasvir.com', '-2']
['555887', 'seo4.org', '-2']
['555939', 'shcgdl.com', '-2']
['555960', 'ainimb.com', '-2']
['556031', 'newspicker-39.xyz', '-2']
['556043', 'jianggan.gov.cn', '-2']
['556071', 'sustainlane.com', '-2']
['556147', 'rdln.com', '-2']
['556154', 'chanel.net.au', '-2']
['556160', 'btcexpress.info', '-2']
['556169', 'wztf121.com', '-2']
['556178', 'huoshanzhibo.com', '-2']
['556207', 'llscdn.com', '-2']
['556243', 'noithattietkiem.vn', '-2']
['556276', 'xiaoxiangrc.com', '-2']
['556291', 'esv.com.cn', '-2']
['556295', 'qmgakhn.ru', '-2']
['556304', 'notre-dame.com', '-2']
['556364', 'akpendik.com', '-2']
['556409', 'lamdep1lan.com', '-2']
['556503', 'enlistsecurely.com', '-2']
['556601', 'museoautomovilmalaga.com', '-2']
['556650', 'newspicker-49.xyz', '-2']
['556679', 'newspicker-35.xyz', '-2']
['556693', 'turkeyamlak.com', '-2']
['556729', 'p4pfile.com', '-2']
['556787', 'ccg-lenovo.com', '-2']
['556854', 'bolizy.com', '-2']
['556904', 'prooffice-comsetup.com', '-2']
['557016', 'showtango.com.br', '-2']
['557041', 'lspcm.com.my', '-2']
['557072', 'loveveggiesandyoga.com', '-2']
['557186', 'xn--vh3bn2bsyfbpaj0hmwclgyxtxq7b0xj8yifqxr7h.com', '-2']
['557210', 'clonescript.org', '-2']
['557357', 'ittforu.com', '-2']
['557392', 'meera-kapur.com', '-2']
['557423', 'buyvviagra.com', '-2']
['557428', 'std.gov.cn', '-2']
['557512', 'newsorganic1a.xyz', '-2']
['557524', 'lelefenxi.com', '-2']
['557533', 'bloggingstudy.com', '-2']
['557611', 'bruinshockeyshop.com', '-2']
['557666', 'hoangtuyen.com', '-2']
['557692', 'hsvracing.com', '-2']
['557803', 'hmc.edu.cn', '-2']
['557828', 'bakugan.com', '-2']
['557843', 'datingya.com', '-2']
['557886', 'thcbuddlerlink.com', '-2']
['557908', 'stopalt.com', '-2']
['557986', 'flik.fun', '-2']
['557996', 'justpodmedia.com', '-2']
['558025', 'letterscience3a.xyz', '-2']
['558229', 'drwho.mobi', '-2']
['558316', 'autotreff.biz', '-2']
['558335', 'zxsj998.com', '-2']
['558374', 'parkcorea.com', '-2']
['558403', 'avalienoticias.com.br', '-2']
['558416', 'fhpgrcm.ru', '-2']
['558459', 'newspicker-27.xyz', '-2']
['558476', 'qrgraphics.co.uk', '-2']
['558502', 'zibll.com', '-2']
['558532', 'kuaishouapp.com', '-2']
['558548', 'photogrist.com', '-2']
['558572', 'hh007.cn', '-2']
['558666', 'sharemation.com', '-2']
['558675', 'zzxhjc.com', '-2']
['558696', 'newspicker-19.xyz', '-2']
['558725', '2hua.com', '-2']
['558811', 'fshelin.com', '-2']
['558828', 'big5.gov.cn', '-2']
['558863', 'newsbank1a.xyz', '-2']
['558974', 'cp2y.com', '-2']
['559056', 'khoshe2020.ir', '-2']
['559162', 'siampila.com', '-2']
['559234', 'newspicker-43.xyz', '-2']
['559248', 'eozujsc.ru', '-2']
['559254', 'eazy2buy.ru', '-2']
['559319', 'cqztyb.cn', '-2']
['559341', 'brandbsho.ir', '-2']
['559383', 'todo.org', '-2']
['559397', 'paycrox.com', '-2']
['559499', 'oceanfeednews.fun', '-2']
['559520', 'premiumteas.com', '-2']
['559538', 'letterbabel3a.xyz', '-2']
['559566', 'newspicker-22.xyz', '-2']
['559653', 'bbfioridelgarda.com', '-2']
['559675', 'pitayacd.com', '-2']
['559789', 'ksragrovet.com', '-2']
['559829', 'metropolis.net', '-2']
['559908', 'florestal.gov.br', '-2']
['559918', 'internetmarina.co.uk', '-2']
['560061', 'theday.cyou', '-2']
['560193', 'edufire.com', '-2']
['560216', '4store.com.ua', '-2']
['560325', 'ahmicava.com', '-2']
['560341', 'caudillrealestate.com', '-2']
['560373', 'kuaidiwo.cn', '-2']
['560395', 'fischrco.com', '-2']
['560424', 'exercise-movement-tea-yourself.xyz', '-2']
['560485', 'whxygq.com', '-2']
['560488', 'chinalinegz.com', '-2']
['560536', 'pbchistory.com', '-2']
['560604', 'glossarist.com', '-2']
['560719', 'ag365.com', '-2']
['560764', 'habitamos.com', '-2']
['560782', 'goldensigns.online', '-2']
['560786', 'foodkingonline.com', '-2']
['560865', 'jinedu.cn', '-2']
['560870', 'livestreamservices.net', '-2']
['560893', 'vasqueshoes.us', '-2']
['560903', 'nekikideewar.com', '-2']
['560917', 'cn939.com', '-2']
['560940', 'hunu.edu.cn', '-2']
['560979', 'mymortgageadvisor.ca', '-2']
['561002', 'inspire.edu.lk', '-2']
['561014', 'craftsncoffee.com', '-2']
['561031', 'pcgameworld.com', '-2']
['561121', 'readr.ru', '-2']
['561224', 'myvacation.cn', '-2']
['561319', 'qzedu.net', '-2']
['561326', 'florsheimshoes.us', '-2']
['561382', 'lyyingtuo.com', '-2']
['561512', 'th3exploited.co.uk', '-2']
['561552', 'erenovable.com', '-2']
['561684', 'verdeyogurt.com', '-2']
['561694', 'suraja.com.np', '-2']
['561728', 'cvolx.com', '-2']
['561764', 'vionicsandals.us', '-2']
['561766', 'kenyaembassy.com', '-2']
['561973', 'sinofarm.net', '-2']
['562047', 'newspicker-40.xyz', '-2']
['562087', 'gaeamobile.net', '-2']
['562157', 'isc.de', '-2']
['562175', 'lahoremarket.pk', '-2']
['562308', 'cheaphomegrow.com', '-2']
['562318', 'ledlightdiy.com', '-2']
['562367', 'smacoco.com', '-2']
['562385', 'snuggleroomng.com', '-2']
['562402', 'uggsonclearance.com.co', '-2']
['562410', 'googlesyndicatedsearch.com', '-2']
['562424', 'foodnetworkfushion.com', '-2']
['562479', 'newspicker-37.xyz', '-2']
['562589', 'bmw100.cn', '-2']
['562603', 'newspicker-29.xyz', '-2']
['562623', 'wfrgqxt.ru', '-2']
['562657', 'dressalongdolly.com', '-2']
['562766', 'psbin.com', '-2']
['562779', 'spinp.agency', '-2']
['562781', 'zjgjld.com', '-2']
['562815', 'santanderbanefe.com', '-2']
['562826', 'dissertationhelp-uk.co.uk', '-2']
['562830', 'cashableideas.com', '-2']
['563011', 'jwwa.or.jp', '-2']
['563024', 'bbqr.me', '-2']
['563110', 'polo--ralphlauren.net', '-2']
['563309', 'zdlhcgzj.com', '-2']
['563318', 'newspicker-38.xyz', '-2']
['563378', 'ahruiheng.com', '-2']
['563448', 'cfqn.com.cn', '-2']
['563503', 'frankalvarezdiaz.online', '-2']
['563505', 'dypbursa.com', '-2']
['563755', 'gz-jgdl.com', '-2']
['563822', 'cangzhouyouhua.com', '-2']
['563849', 'frisdrankxl.nl', '-2']
['563893', 'cellofamily.com', '-2']
['563982', 'mohuansm.com', '-2']
['564070', 'privateoutlet.com', '-2']
['564114', 'forumreviews.ru', '-2']
['564170', 'nugridtech.com', '-2']
['564188', 'glxforum.ir', '-2']
['564216', 'wzlingtong.com', '-2']
['564231', 'newspicker-15.xyz', '-2']
['564352', 'e-patient.org', '-2']
['564521', 'prizrn.site', '-2']
['564568', '7dog.com', '-2']
['564638', 'mundoesp.com.do', '-2']
['564726', 'lyyuehui.com', '-2']
['564800', 'canadagooseoutlet-online.com.co', '-2']
['564811', 'kinoliza.pw', '-2']
['564934', 'ocaitv.net', '-2']
['564935', 'yellowpagesdigital.com', '-2']
['564996', 'news4greece.gr', '-2']
['565026', 'ssszxy.com', '-2']
['565169', 'canadagoosejacketscoat.org.uk', '-2']
['565221', 'frugal-cafe.com', '-2']
['565254', 'thaisrw.com', '-2']
['565263', 'keensandals.us', '-2']
['565304', '85top.cn', '-2']
['565315', 'bet1-x30020.com', '-2']
['565359', 'tal-q.com', '-2']
['565381', 'annda120.com', '-2']
['565388', 'blogasia.tk', '-2']
['565410', 'fittattoo.com', '-2']
['565529', 'euroholidaycenters.com', '-2']
['565640', 'telco.pw', '-2']
['565817', 'wappingersschools.org', '-2']
['565853', 'mygreencoffeeweightloss.net', '-2']
['565854', '170dy.com', '-2']
['565878', 'faayv.cn', '-2']
['565910', 'casewatch.org', '-2']
['565941', 'indiaworksremotely.com', '-2']
['566101', 'brawlstarsapk.tech', '-2']
['566153', 'kfgvo.net', '-2']
['566188', 'iscenery.com', '-2']
['566213', 'ahfeixi.gov.cn', '-2']
['566243', 'centerforinvestigativereporting.org', '-2']
['566252', 'vodxc.in', '-2']
['566378', 'astera.tv', '-2']
['566425', 'ayshp.com', '-2']
['566476', 'fanstudio.ru', '-2']
['566535', 'hsyy88.com', '-2']
['566657', 'castplatform.com', '-2']
['566674', 'hnbestmachinery.com', '-2']
['566735', 'aboutdebian.com', '-2']
['566761', 'gsjsd.com', '-2']
['566762', 'geocurves.com', '-2']
['566765', 'newspicker-8.xyz', '-2']
['566789', 'cordovadigital.com', '-2']
['566838', 'stockmyfiles.com', '-2']
['566881', 'grafx-design.com', '-2']
['566886', 'ysmhcwwvgtcx.com', '-2']
['566966', 'scotuswiki.com', '-2']
['566968', 'jnmama.com', '-2']
['567051', 'xloansonline.com', '-2']
['567062', 'oldsmoke.net', '-2']
['567065', 'french-serie.co', '-2']
['567105', 'sddlr.gov.cn', '-2']
['567126', 'cqpc4s.com', '-2']
['567131', 'aokepower.com', '-2']
['567141', 'colorfulu.com', '-2']
['567220', 'renders-graphiques.fr', '-2']
['567224', 'relates.link', '-2']
['567298', 'moods-eg.com', '-2']
['567353', 'shop-luxebox.com', '-2']
['567445', 'foodora.ca', '-2']
['567465', 'ahjinzhai.gov.cn', '-2']
['567503', 'yoohofe.com', '-2']
['567623', 'whitbyseaanglers.co.uk', '-2']
['567682', 'nuantutu.com', '-2']
['567881', 'newspicker-16.xyz', '-2']
['567888', 'cyikao.com', '-2']
['567911', 'quarterly.co', '-2']
['568065', 'sahinoglumakina.com', '-2']
['568193', 'snyfbp.com', '-2']
['568203', 'cpbz.gov.cn', '-2']
['568298', 'pub-ns.me', '-2']
['568339', 'wholesalefootballnfljerseysshop.com', '-2']
['568358', 'njhxyj.com', '-2']
['568359', 'natcappower.world', '-2']
['568510', 'route-industriekultur.de', '-2']
['568529', 'conmtech.com', '-2']
['568573', 'charterhouse-uk.com', '-2']
['568783', 'd-n-i.net', '-2']
['568806', 'evenimentultau.eu', '-2']
['568830', 'meijiacai.com', '-2']
['568882', 'phonetrackerly.com', '-2']
['568923', 'lympcj.com', '-2']
['568937', 'axz.in', '-2']
['568943', 'uofmwiki.org', '-2']
['568951', 'newspicker-14.xyz', '-2']
['568978', 'charliehunter.com', '-2']
['568998', 'spikedmath.com', '-2']
['569049', 'newsdeliverybank6b.xyz', '-2']
['569146', 'xiegw.cn', '-2']
['569417', 'thezerg.net', '-2']
['569421', 'rolexwatchesuk.me.uk', '-2']
['569491', 'delamkhas.com', '-2']
['569560', 'veritasliberabitvos.info', '-2']
['569562', 'mfzq.com.cn', '-2']
['569572', 'leedongreens.co', '-2']
['569612', 'streamiz-hd.xyz', '-2']
['569613', 'fortunebb.net', '-2']
['569712', 'newsheartbank4b.xyz', '-2']
['569720', 'siyinji88.com.cn', '-2']
['569743', 'laedoo.com', '-2']
['569852', 'ayom.com', '-2']
['569877', 'blogasia.cf', '-2']
['569998', 'zhanshiqi.com', '-2']
['570017', 'nacinderella.com', '-2']
['570049', 'pitchadragon.com', '-2']
['570074', 'bgzdh.cn', '-2']
['570187', 'froguts.com', '-2']
['570188', '2bit.cn', '-2']
['570325', 'tydii.com.au', '-2']
['570406', 'cameras.co.uk', '-2']
['570472', 'kaleidoscope-navi.jp', '-2']
['570516', 'ooani.com', '-2']
['570566', 'ccgp-guizhou.gov.cn', '-2']
['570603', 'tetracyclinewithoutprescription.com', '-2']
['570627', 'jizhigai.com', '-2']
['570649', 'jewishmonumentforless.com', '-2']
['570823', 'grupoprosound.com', '-2']
['570902', 'fitnesselitist.com', '-2']
['571023', 'socialhubsite.com', '-2']
['571103', 'afriquagro.com', '-2']
['571109', 'jun4.com', '-2']
['571256', 'bfgamesth.com', '-2']
['571285', 'shinbunorganic2b.xyz', '-2']
['571344', 'njlhhs.com', '-2']
['571507', 'freestockmusic.com', '-2']
['571536', 'miancp.com', '-2']
['571559', 'leadimpact.com', '-2']
['571583', 'technicalhashim.com', '-2']
['571612', 'berandafrozen.com', '-2']
['571665', 'goldengoosesneakers.ca', '-2']
['571752', 'pianhd.com', '-2']
['571773', 'sosoxian.com', '-2']
['571796', 'linuxinsight.com', '-2']
['571845', 'sdjinhaina.com', '-2']
['571983', 'mediatory.ru', '-2']
['572235', 'jcic.or.jp', '-2']
['572250', 'defence.ru', '-2']
['572387', 'gangansearch.com', '-2']
['572403', 'preblogs.cf', '-2']
['572544', 'crc.org.au', '-2']
['572615', 'linachtary.com', '-2']
['572623', 'salewashoes.com', '-2']
['572658', 'saadiyat.ae', '-2']
['572660', 'biquge5200.com', '-2']
['572667', 'sextronix.com', '-2']
['572699', 'ilifeconnect.org', '-2']
['572748', 'poomgo.com', '-2']
['572777', 'velayatehasani.com', '-2']
['572813', 'xindianlock.com', '-2']
['572923', 'servantleaders.us', '-2']
['573132', 'tharinievents.in', '-2']
['573134', 'esu.edu.cn', '-2']
['573146', 'cnhunyin.com', '-2']
['573149', 'omnifreightservices.com', '-2']
['573253', 'blognife.ml', '-2']
['573265', 'lifeisgreat.com.my', '-2']
['573338', 'capitaloneinvesting.com', '-2']
['573350', 'goldentur.ro', '-2']
['573406', 'predestinedguild.com', '-2']
['573407', 'gifunnel.com', '-2']
['573461', 'tracknet.co', '-2']
['573474', 'ddcckj.com', '-2']
['573507', 'essayscouncil.com', '-2']
['573563', 'r2.ru', '-2']
['573611', 'blogasia.ml', '-2']
['573618', 'seerdesigns.co.ke', '-2']
['573659', 'uletno.info', '-2']
['573758', 'blognife.cf', '-2']
['573802', 'chiangrai.net', '-2']
['573808', 'gzmiaofan.com', '-2']
['573816', 'newsjunglefeed.xyz', '-2']
['573819', 'wannerooworkwear.com.au', '-2']
['573830', '52player.com', '-2']
['573834', 'jnjbrasil.com.br', '-2']
['573842', 'zope.com', '-2']
['573997', 'skipthem.net', '-2']
['574056', 'syhxzz.com', '-2']
['574071', 'classroom.com', '-2']
['574122', 'zztrc.edu.cn', '-2']
['574227', 'vahidblog.ir', '-2']
['574235', 'raybansunglasses-outlet.net.co', '-2']
['574296', 'newsdeliverybabel6b.xyz', '-2']
['574302', 'campings.luxury', '-2']
['574420', 'globalaging.org', '-2']
['574461', '1001nights.com.cn', '-2']
['574486', 'cekhargamaterial.com', '-2']
['574491', 'alphasc2.com', '-2']
['574499', 'coches-motos.com', '-2']
['574635', 'zkiyah.net', '-2']
['574680', 'jnxly.cn', '-2']
['574694', 'randolphproperties.com', '-2']
['574832', '616c79eca73ce785.com', '-2']
['574846', 'cdxwcx.cn', '-2']
['574852', 'cmeii.com', '-2']
['574853', 'blognife.tk', '-2']
['574875', 'adsudoeste.com.br', '-2']
['574887', 'jinnbazar.com', '-2']
['574939', 'capewind.org', '-2']
['574989', 'hotku.com', '-2']
['575002', 'khaochad.net', '-2']
['575071', 'delit.net', '-2']
['575096', 'of-gaming-park.de', '-2']
['575117', 'madparts.eu', '-2']
['575270', 'traderpips.com', '-2']
['575410', 'jornco.com', '-2']
['575417', 'monobrot.com', '-2']
['575420', 'guruessaywriter.com', '-2']
['575571', 'hkmmgj.com', '-2']
['575587', 'kirloskarpumps.com', '-2']
['575663', 'chinastarmarket.cn', '-2']
['575688', 'gristies.com', '-2']
['575797', 'rqphp.com', '-2']
['575954', 'ywzzm.com', '-2']
['576021', '360zimeiti.com', '-2']
['576252', 'postgis.org', '-2']
['576285', 'ybtooooo.com', '-2']
['576435', 'ormzs.com', '-2']
['576468', 'kitsunecomplements.com', '-2']
['576659', 'hxstgroup.cn', '-2']
['576678', '36578.com', '-2']
['576727', 'langfang.net', '-2']
['576786', 'xn--1---6cdab5abacc4a0balnnlvhll2a9hcr6m.xn--p1ai', '-2']
['576801', 'qcqy.com', '-2']
['576860', 'verynewsorganic5a.xyz', '-2']
['576901', 'maboluworld.com.ng', '-2']
['576998', 'officecomsetupms.com', '-2']
['577068', 'jxliu.com', '-2']
['577081', 'masuk.web.id', '-2']
['577092', 'wantiku.com', '-2']
['577166', 'eos-data.com', '-2']
['577203', 'nomadbackpackkaufen.com', '-2']
['577339', 'ahsmaievideoproduction.com', '-2']
['577340', 'materialesvarmex.com', '-2']
['577386', 'szrobotec.com', '-2']
['577395', 'imweb.io', '-2']
['577410', 'atmospheremc.com', '-2']
['577445', 'juyimy.com', '-2']
['577473', 'themarutv.directory', '-2']
['577517', 'dp-news.com', '-2']
['577527', 'publicnewsetup.com', '-2']
['577535', 'qlegd.net', '-2']
['577542', 'whwqp.com', '-2']
['577573', 'calhoungp.com', '-2']
['577588', 'lettergoodbunny3a.xyz', '-2']
['577606', 'eetp455.edu.ar', '-2']
['577656', 'netzwehrk.de', '-2']
['577670', 'newsheartgoodbunny4b.xyz', '-2']
['577763', 'myshoutbox.com', '-2']
['577892', 'newspicker-4.xyz', '-2']
['577933', '3wads.com', '-2']
['577984', 'z-rise.com', '-2']
['578034', 'shmali.com.cn', '-2']
['578057', 'primezone.com', '-2']
['578077', 'sarcoma.net', '-2']
['578085', 'planfuneral.co.uk', '-2']
['578088', 'linking.kr', '-2']
['578163', 'alfad.pro', '-2']
['578174', '17tv.com', '-2']
['578185', '1stlevitra.com', '-2']
['578216', 'raobds.net', '-2']
['578271', 'fxeuroclub.ru', '-2']
['578354', 'euroconcrete.net', '-2']
['578385', 'yuemanhuaxiang.com', '-2']
['578423', 'polaxiong.com', '-2']
['578531', '1parkplace.com', '-2']
['578532', 'emoticoner.com', '-2']
['578550', 'dreamcatchergames.com', '-2']
