['666721', '80665555.com', '-2']
['748770', 'gyxdlgg.com', '-2']
['748799', 'rajapaito.info', '-2']
['748900', 'ghdhairstraightener.com.co', '-2']
['748932', 'sia422.com', '-2']
['749077', 'pkrkepalabatas.com', '-2']
['749097', 'hbsi.edu.cn', '-2']
['749163', 'ritecounter.com', '-2']
['749413', 'niujintz.com', '-2']
['749780', 'bmdhair.com', '-2']
['749795', 'lnmosuo.com', '-2']
['749822', 'statprodirect.net', '-2']
['749906', 'rfwmm.com', '-2']
['749922', 'vullgar-coin.org', '-2']
['749971', 'lcyzd.cn', '-2']
['750045', 'shulu.net', '-2']
['750071', 'att-webhosting.com', '-2']
['750085', 'powerthemes.club', '-2']
['750090', 'commercedc.com.my', '-2']
['750267', 'kinrr.com', '-2']
['750310', 'aelida.com', '-2']
['750333', 'visine.com', '-2']
['750340', 'consuelothiers.com', '-2']
['750357', 'nike-shoes.org', '-2']
['750372', 'idonline.com', '-2']
['750395', 'kitchencollection.com', '-2']
['750399', 'the-lunker.com', '-2']
['750406', 'bowang.tv', '-2']
['750417', 'huijiasoft.com', '-2']
['750464', 'coverseditorial.com', '-2']
['750520', 'supreme-des-ducs.com', '-2']
['750760', 'homearrangers.com', '-2']
['750776', 'calhockeytalk.com', '-2']
['750831', 'freeopti.ru', '-2']
['750918', 'wxbtefm.com', '-2']
['750928', 'cloversaglik.com', '-2']
['750956', 'knoxboats.com', '-2']
['751077', 'shopfunplace.com', '-2']
['751115', 'szsi.cn', '-2']
['751174', 'stalar-chimney.com', '-2']
['751237', 'proboards42.com', '-2']
['751261', 'leedforschools.org', '-2']
['751267', 'all4humor.com', '-2']
['751305', 'scgszy.cn', '-2']
['751335', 'oandoservices.com', '-2']
['751378', 'asifcu.com', '-2']
['751393', 'americancleanusa.com', '-2']
['751478', 'dauphinefleurs.com', '-2']
['751486', 'alliantagency.com', '-2']
['751516', 'merkuree.ca', '-2']
['751524', 'rivera-arq.com', '-2']
['751535', 'lxj.com.cn', '-2']
['751565', 'qantumdigital.com', '-2']
['751583', 'azax.com', '-2']
['751650', 'foolrulez.org', '-2']
['751758', 'leatzow.eu', '-2']
['751767', 'minutevalues.net', '-2']
['751833', 'tellapal.com', '-2']
['751862', 'jerseyshoreuniversitymedicalcenter.com', '-2']
['751886', 'moroccoinsider.com', '-2']
['751946', 'dabaojicj.com', '-2']
['752008', 'lalaport.net', '-2']
['752067', 'activizm.ru', '-2']
['752075', 'curatedbyhsn.net', '-2']
['752085', 'guidedchaos.org', '-2']
['752086', 'kfitzathaderech.com', '-2']
['752103', 'ciamariatupungato.edu.ar', '-2']
['752117', 'getaninstallment.net', '-2']
['752164', 'lalagudiyawala.com', '-2']
['752173', 'mouasher.net', '-2']
['752184', 'mercadollibre.com', '-2']
['752229', 'road-boss.com', '-2']
['752248', 'jimbeamham.com', '-2']
['752264', 'klamathbasin.net', '-2']
['752346', 'elovillo.com', '-2']
['752368', 'xn--3bs795g.chat', '-2']
['752377', 'fr33webhost.com', '-2']
['752428', 'hagybrandon.com', '-2']
['752431', 'alegis.com', '-2']
['752432', 'livearthrealty.net', '-2']
['752507', 'cpta.org.cn', '-2']
['752581', 'xihalife.com', '-2']
['752658', 'cqtoten.com', '-2']
['752672', 'radioaustralianews.net.au', '-2']
['752678', 'aniharaj.ir', '-2']
['752709', 'needletip.com', '-2']
['752749', 'mentalorange.com', '-2']
['752782', 'newstitchaday.com', '-2']
['752794', 'marchikom.com', '-2']
['752830', 'yourtradechoice.org', '-2']
['752925', 'vericept.info', '-2']
['752973', 'xyfy-irb-ndcti.com', '-2']
['753031', 'remax-nj.com', '-2']
['753071', 'boatlift.com', '-2']
['753102', 'pinstorm.ae', '-2']
['753106', 'rsisem.com', '-2']
['753166', 'adswisard.com', '-2']
['753179', 'alhnuf.com', '-2']
['753223', 'geililed.com', '-2']
['753231', 'ayudayori.com', '-2']
['753321', 'hahnalc.com', '-2']
['753337', 'aa36083.com', '-2']
['753370', 'lovemysmile.com', '-2']
['753392', 'stussy.com.co', '-2']
['753444', 'awareparenting.com', '-2']
['753458', 'thestemcellmart.com', '-2']
['753515', 'beeonstream.com', '-2']
['753548', 'prufunds.biz', '-2']
['753577', 'yeezybluetint.us', '-2']
['753578', 'tenyellowpages.com', '-2']
['753579', 'dellcamp.ru', '-2']
['753712', 'fitnessexpostores.com', '-2']
['753754', 'jcqczl.com', '-2']
['753782', 'atlashomemovers.us', '-2']
['753832', 'chronique.com', '-2']
['753855', 'djgonez.com', '-2']
['753870', 'yasarseyman.com', '-2']
['753877', 'slcourts.com', '-2']
['753905', 'gxtmqq.com', '-2']
['753933', 'medicalpromotions.com', '-2']
['754028', '52ct.vip', '-2']
['754181', 'riptodisk.com', '-2']
['754185', 'greatmagnetband.com', '-2']
['754197', 'idfirebox.com', '-2']
['754218', 'baidu456.com', '-2']
['754227', 'bigrigpipes.org', '-2']
['754267', 'theforestschool.com', '-2']
['754382', 'sprinthealth.com', '-2']
['754416', 'frenchgiftshop.com', '-2']
['754419', 'superiorenterprises.biz', '-2']
['754439', 'ekosecurityseal.com', '-2']
['754442', 'pctuner.net', '-2']
['754491', 'rufinoyegros.com', '-2']
['754510', 'uobnet.com', '-2']
['754551', 'redspottedhanky.com', '-2']
['754592', 'g20-g8.com', '-2']
['754652', 'funan.gov.cn', '-2']
['754660', 'shzxwhcm.top', '-2']
['754683', 'buexpresssucks.net', '-2']
['754701', 'openfogconsortium.org', '-2']
['754712', 'geneclinics.org', '-2']
['754751', 'domains-hold.com', '-2']
['754764', 'noviled.com', '-2']
['754781', 'mylibrarydv.org', '-2']
['754800', 'nuochoa.net.vn', '-2']
['754801', 'seyfarthremote.info', '-2']
['754831', 'linuxcnc.net', '-2']
['754839', 'mrsorganized.com', '-2']
['754850', 'andnow.us', '-2']
['754856', 'gugu5.com', '-2']
['754869', 'jeadfoods.com', '-2']
['754872', 'puricarelg.com.my', '-2']
['754912', 'jbhgpg.com', '-2']
['754917', 'wvekalpmn.com', '-2']
['754924', 'cottagesandgardens.biz', '-2']
['754946', 'aptigurus.com', '-2']
['754949', 'hygx.org.cn', '-2']
['754965', 'az-obchody.cz', '-2']
['754978', 'augustcouture.com', '-2']
['755046', 'security-guard.net', '-2']
['755060', 'we35.com', '-2']
['755095', 'sitrickinc.com', '-2']
['755150', 'shcus.gov.cn', '-2']
['755247', 'cheapjordansmd.com', '-2']
['755288', 'uyuhost.com', '-2']
['755452', 'haohetao.com', '-2']
['755517', 'rcs-kr.ir', '-2']
['755543', 'lyyiqin.com', '-2']
['755585', 'clinicarts.ru', '-2']
['755612', 'xmxlyjd.com', '-2']
['755650', 'ukfreeads.ws', '-2']
['755730', 'jurnali-online.ru', '-2']
['755741', 'macauleyfarms.com', '-2']
['755766', 'aswinivarmadental.in', '-2']
['755891', 'cocker.xyz', '-2']
['756100', 'pagina.gr', '-2']
['756131', 'game79zone.com', '-2']
['756152', 'mejjc.com', '-2']
['756187', 'umu.ac.ug', '-2']
['756299', 'xgdq.com', '-2']
['756331', 'repairland.dk', '-2']
['756356', 'aokhost.com', '-2']
['756401', 'scxbwx.com', '-2']
['756420', 'feifansite.com', '-2']
['756470', 'xmpp.moe', '-2']
['756677', 'cradle.com.my', '-2']
['756708', 'lovefriendly.club', '-2']
['756773', 'moviedream.ws', '-2']
['756797', 'fssi.gov.cn', '-2']
['756872', 'lavamundo.com.mx', '-2']
['756944', 'camarades.com', '-2']
['757087', '662p.com', '-2']
['757212', 'renaultforum.com', '-2']
['757260', 'azwydq.com', '-2']
['757320', 'ecmotorcars.com', '-2']
['757324', 'notifadz.com', '-2']
['757367', 'amazoncommytv.org', '-2']
['757580', 'oogps.com', '-2']
['757629', 'meitun.com', '-2']
['758024', 'netgear.com.cn', '-2']
['758032', '72wx.com', '-2']
['758043', 'agefore.com', '-2']
['758083', 'girlsareasking.site', '-2']
['758123', 'clue-co.com', '-2']
['758124', 'cellisolatecbdoil.net', '-2']
['758230', 'haowentiles.com', '-2']
['758289', 'laboratoire-microsoft.org', '-2']
['758350', 'charetknead.com', '-2']
['758504', 'xiangyuanyb.com', '-2']
['758507', 'megationorganizer.com', '-2']
['758570', 'bsmedia.nl', '-2']
['758620', 'citizensdemocracy.us', '-2']
['758653', 'vrzzx.icu', '-2']
['758661', '7dsw.com', '-2']
['758898', 'hagglers.nz', '-2']
['758917', 'slip366closejust.live', '-2']
['758936', 'bjgsht.com', '-2']
['758947', 'aldeacode.com', '-2']
['759163', 'zgygsy.com', '-2']
['759197', 'viagracheapoi.com', '-2']
['759291', 'cmsms.com', '-2']
['759328', 'navoine.ru', '-2']
['759329', 'dehuaca.com', '-2']
['759350', 'mageex.ru', '-2']
['759512', 'marilyncleveland.com', '-2']
['759525', 'cuenine.pk', '-2']
['759532', 'brunoallisonnutri.com.br', '-2']
['759606', 'asicsshoes.com.au', '-2']
['759612', 'xianjingzhi.com', '-2']
['759616', 'cricyt.edu.ar', '-2']
['759671', 'analytx.net', '-2']
['759735', 'oakleysunglassescheap.name', '-2']
['759782', 'valleclean.com.mx', '-2']
['759839', 'x-1xbet-10426.world', '-2']
['759912', 'altinhesaplari.com', '-2']
['760018', 'craig4re.com', '-2']
['760062', 'automotivemember.com.au', '-2']
['760067', '8868.cn', '-2']
['760163', 'bait.group', '-2']
['760195', 'titrblog.ir', '-2']
['760202', 'aka-office.com', '-2']
['760256', 'gazettes-online.co.uk', '-2']
['760311', 'ovencleaninginhighwycombe.co.uk', '-2']
['760326', 'alaayed.com', '-2']
['760395', 'karenmillendresses.us', '-2']
['760429', 'anydatabases.com', '-2']
['760651', 'artbetting.net', '-2']
['760715', 'acci.cz', '-2']
['760821', 'ntbugtraq.com', '-2']
['760824', 'internetcreditrating.com', '-2']
['760859', 'theclashonline.com', '-2']
['760887', 'jacquelinefarnandez.com', '-2']
['760918', 'sincemydivorce.com', '-2']
['760947', 'elfbranding.com', '-2']
['761004', 'lx0.cn', '-2']
['761016', 'fujihiro-ken.com', '-2']
['761068', 'prtipsforstartups.com', '-2']
['761074', 'ytrc.gov.cn', '-2']
['761078', 'ukrindustrial.com', '-2']
['761091', 'harrislion.com', '-2']
['761162', 'xianfucao.com', '-2']
['761171', 'htuczktvwtsf.com', '-2']
['761249', 'gprovmods.com', '-2']
['761431', 'sustainabletravelinternational.org', '-2']
['761465', 'ugg-australia.fr', '-2']
['761596', 'sz2688.net', '-2']
['761679', 'cqfyzb.com', '-2']
['761766', 'newup.bid', '-2']
['761809', 'tremdocorcovado.rio', '-2']
['761812', 'getsurveysforcash.com', '-2']
['761854', 'infind.com', '-2']
['761891', 'next-mind.com', '-2']
['761903', 'ebdb.ru', '-2']
['761993', 'gofornorton.com', '-2']
['762008', 'fib5.com', '-2']
['762133', 'tadalafil10.com', '-2']
['762173', 'wow.co.id', '-2']
['762226', 'addounia.tv', '-2']
['762265', 'x-men-the-movie.com', '-2']
['762267', 'chikodichima.com', '-2']
['762279', 'ygxy.com', '-2']
['762314', 'biosstars.com', '-2']
['762351', 'port.ro', '-2']
['762441', 'xiaoxiaoapps.com', '-2']
['762507', 'manchesterstudenthomes.com', '-2']
['762531', 'hfule.com', '-2']
['762686', 'xlgxapp.com', '-2']
['762755', 'checkfacebook.com', '-2']
['762871', 'ob150.com', '-2']
['762979', 'recs.bz', '-2']
['762992', 'catonetworks.net', '-2']
['763034', 'sheltersafe.ca', '-2']
['763150', 'eskimovie.com', '-2']
['763181', 'theroadtocat1.com', '-2']
['763216', 'holaworld.cn', '-2']
['763256', 'sparedvd.com', '-2']
['763463', 'dtv.fi', '-2']
['763546', 'lhjol.com', '-2']
['763607', 'ifrolab.ir', '-2']
['763652', 'ivoire-blog.com', '-2']
['763684', 'pinjamindo.co.id', '-2']
['763696', 'pusatqq.id', '-2']
['763798', 'your-datingspot-here.com', '-2']
['763828', 'millenniumvillages.org', '-2']
['763978', 'ictklusje.nl', '-2']
['763992', 'bnarya.com', '-2']
['764061', 'disabilityworld.org', '-2']
['764077', 'gdjobo.com', '-2']
['764109', 'blogawardsuk.co.uk', '-2']
['764239', 'hcpbc.com', '-2']
['764318', 'thetattooculture.com', '-2']
['764338', 'neuzs.com', '-2']
['764365', 'sporthit.ru', '-2']
['764532', 'weihz.net', '-2']
['764563', 'flyawaybride.com', '-2']
['764785', 'dyyongwang.com', '-2']
['764858', 'ukgaynews.org.uk', '-2']
['764935', 'goldhot.net', '-2']
['764946', 'lohasfesta.jp', '-2']
['765058', 'gsu.edu.cn', '-2']
['765081', 'ugamba.net', '-2']
['765167', 'bioreports.net', '-2']
['765253', 'prizetoy.com', '-2']
['765297', 'bczx.ru', '-2']
['765300', 'e-elysium.com', '-2']
['765391', 'yourpetscomfort.com', '-2']
['765466', 'qzhxc.com', '-2']
['765731', 'wtso.net', '-2']
['766039', 'banglanewsca.com', '-2']
['766130', 'interbusca.com', '-2']
['766156', 'telenorservices.com', '-2']
['766250', 'jameswolcott.com', '-2']
['766251', 'zgfzds.com', '-2']
['766467', 'honestbee.my', '-2']
['766545', 'it165.net', '-2']
['766630', 'jiex.cn', '-2']
['766686', 'parentsociety.com', '-2']
['766779', 'mytvbt.com', '-2']
['766887', 'saudiairlines.org', '-2']
['766917', 'yaahub.com', '-2']
['767210', 'extendedstaysuites.com', '-2']
['767234', 'sreanalyze.com', '-2']
['767378', 'okex.win', '-2']
['767437', 'liuchengtu.com', '-2']
['767451', 'ercis7noluasm.com', '-2']
['767464', 'toptvseries2.me', '-2']
['767561', 'bspt148.com', '-2']
['767774', 'conservatimes.com', '-2']
['767958', 'qdweida.com', '-2']
['767971', 'kuaididanyinshua.com', '-2']
['768191', 'cellcdn.com', '-2']
['768234', 'gaboneco.com', '-2']
['768302', 'everydayyellowpages.com', '-2']
['768332', 'fionndaly.ga', '-2']
['768430', 'pleasetrack.com', '-2']
['768456', 'helpinitiative.org.ng', '-2']
['768493', 'spousebuzz.com', '-2']
['768644', 'fuckgfw.cf', '-2']
['768733', 'dtgcjx.com', '-2']
['768768', 'glensmart.com', '-2']
['768794', 'ourarchaeology.ir', '-2']
['768931', 'wysylg.com', '-2']
['768986', '21naga.net', '-2']
['768990', 'socialphy.com', '-2']
['769008', 'fightsports.gr', '-2']
['769074', 'cphdc.com', '-2']
['769112', 'nadyed.com', '-2']
['769221', 'buyviagravuw.com', '-2']
['769293', 'myexamwhiz.com', '-2']
['769331', 'ohmspace.org', '-2']
['769359', 'xn--80apkbicdv8g.xn--p1ai', '-2']
['769443', 'protectioncivile50.org', '-2']
['769498', 'jsck-stars.com', '-2']
['769517', 'sport-arena.online', '-2']
['769530', 'xn--e1agleebahdgtb3a.xn--p1ai', '-2']
['769534', 'ortaca5noluasm.com', '-2']
['769601', 'mantle-group.com', '-2']
['769674', 'laowu168.com', '-2']
['769728', 'changshuolawfirm.com', '-2']
['769735', 'mailhide.io', '-2']
['769886', '1xredirodqyx.top', '-2']
['769963', 'odorus.co', '-2']
['770033', 'chilloutzone.to', '-2']
['770047', 'seqaep.gov.bd', '-2']
['770124', 'cafardcosmique.com', '-2']
['770240', 'lei-ci.net', '-2']
['770319', 'project-railgun.net', '-2']
['770450', 'mcent.com', '-2']
['770464', 'yiren.com.cn', '-2']
['770473', 'gaibec.com', '-2']
['770518', 'gadget4all.com', '-2']
['770605', 'stop55.com', '-2']
['770763', 'luanchuan.gov.cn', '-2']
['770779', 'krtiger.com', '-2']
['770817', 'episcopalbooks.org', '-2']
['770925', 'callgirlsingurgaonservice.com', '-2']
['770929', 'sicorvn.com', '-2']
['770931', 'huahaosp.com', '-2']
['771072', 'sdhuanbao5.com', '-2']
['771090', 'gdfeidiao.com', '-2']
['771113', 'monica.com.br', '-2']
['771195', 'lylhwl.com', '-2']
['771212', 'pradaukhandbags.org.uk', '-2']
['771225', 'tennesseepolicy.org', '-2']
['771384', 'minidentitet.dk', '-2']
['771469', 'hbxnh.com.cn', '-2']
['771523', 'dns.army', '-2']
['771628', 'ambientinsight.com', '-2']
['771692', 'kangdafj.com', '-2']
['771841', '365age.com', '-2']
['771883', 'adstorepost.com', '-2']
['771961', 'xiaovgfwz.com', '-2']
['771987', 'yummypinays.org', '-2']
['772034', 'cbt9.com', '-2']
['772173', 'fireprotection.com.my', '-2']
['772186', 'wordclay.cn', '-2']
['772231', 'parce.tv', '-2']
['772251', 'testbankcampus.com', '-2']
['772374', 'sx927.com', '-2']
['772435', 'mywebsight.ws', '-2']
['772477', 'mundotrundle.com', '-2']
['772578', 'sdzssn.com', '-2']
['772642', 'plugconversions.com', '-2']
['772673', 'axefeather.com', '-2']
['772739', 'hycarpets.com', '-2']
['772751', 'caramoan.ph', '-2']
['772803', '520xueba.com', '-2']
['772835', '10gbfreehost.com', '-2']
['772906', 'usplaces.com', '-2']
['772961', 'chicagobearsjerseyspop.com', '-2']
['773015', 'newsalert24.ro', '-2']
['773072', 'tsinghuax.com', '-2']
['773116', 'pkwfmq.cn', '-2']
['773125', 'mumsinmedia.co.uk', '-2']
['773219', 'mangogame.com', '-2']
['773470', 'bookmyholiday.com.au', '-2']
['773527', 'revistadehistoria.com.br', '-2']
['773618', 'hnagri.gov.cn', '-2']
['773623', 'ipassport.com.cn', '-2']
['773723', 'filashoesshirt.us', '-2']
['773729', 'dux.ru', '-2']
['773756', 'cangzhuang.com', '-2']
['773764', 'davidduchovny.com.br', '-2']
['773779', '51chuandichuang.com', '-2']
['773830', 'lurunews.biz', '-2']
['773906', 'excvoyage.cn', '-2']
['773907', 'toyota-ti.ac.jp', '-2']
['773983', 'tccg.gov.tw', '-2']
['774209', 'techjournalsouth.com', '-2']
['774245', 'zgdtzsw.com', '-2']
['774418', 'yizhansou.com', '-2']
['774425', 'nativetink.com', '-2']
['774430', 'singulariti.io', '-2']
['774518', 'untieduniverse.com', '-2']
['774540', 'djmick.co.uk', '-2']
['774551', 'jiaguboshi.com', '-2']
['774588', 'cloudtoken.be', '-2']
['774599', 'c3x.me', '-2']
['774607', 'notenshop-online.be', '-2']
['774614', 'forumdesas.org', '-2']
['774656', 'jobnetworks.us', '-2']
['774680', 'islam.gov.kw', '-2']
['774684', 'gyccb.cn', '-2']
['774718', 'edns.com', '-2']
['774755', 'openfan.com', '-2']
['774807', 'extensions.click', '-2']
['774827', 'tjhearing.com', '-2']
['774994', 'alamalyawm.com', '-2']
['774997', 'hanguo.net.cn', '-2']
['775069', 'deborah-rossrealty.org', '-2']
['775113', 'latexallergyresources.org', '-2']
['775284', 'ibterm2.com', '-2']
['775532', 'hongyangxy.com', '-2']
['775678', 'moc-pages.com', '-2']
['775730', 'iqiqu.net', '-2']
['775823', 'apnatatasky.com', '-2']
['775872', 'geocoder.us', '-2']
['775888', 'anontohasanrajan.com', '-2']
['775896', 'jordanshoes.co', '-2']
['775941', 'slovo-film.com', '-2']
['775942', 'jshaishihua.cn', '-2']
['775982', 'ipo-profis.com', '-2']
['776031', 'beta-coin.fun', '-2']
['776059', 'failfunnies.com', '-2']
['776137', 'myotherdrive.com', '-2']
['776334', 'karlascloset.com', '-2']
['776476', '92bt.com', '-2']
['776507', 'axq66.com', '-2']
['776509', 'clancysofathy.ie', '-2']
['776517', '7ainmobiliaria.com', '-2']
['776544', 'phonemag.com', '-2']
['776641', 'photofolio.org', '-2']
['776687', 'armskyline.org', '-2']
['776715', 'fotonail.ru', '-2']
['776740', 'omploader.org', '-2']
['776925', 'henanzaojiao.com', '-2']
['776936', 'clan.com', '-2']
['777064', 'rexxfree025.tk', '-2']
['777268', 'mymattapan.com', '-2']
['777296', '1-hostflas.com', '-2']
['777344', 'pwg-nodong.com', '-2']
['777348', 'mcm-backpacks.com', '-2']
['777471', 'sugarpill.com', '-2']
['777516', 'fenglingyingshi.com', '-2']
['777632', 'xhamsterpremiumpass.com', '-2']
['777670', 'bborton.com', '-2']
['777690', 'bykedeals.com', '-2']
['777720', 'dexia.be', '-2']
['777832', 'howsfriend.com', '-2']
['777848', 'idctracker.com', '-2']
['777866', 'perlis.gov.my', '-2']
['777870', 'manishapublication.com', '-2']
['777920', 'worldhello.net', '-2']
['777955', 'pro-prize-here.life', '-2']
['778131', 'bjjhrb.com', '-2']
['778151', 'apnadish.com', '-2']
['778158', 'silivrikapiasm.com', '-2']
['778197', 'njpengjin.com', '-2']
['778312', 'tjmxbxg.com', '-2']
['778424', 'shinwin.fr', '-2']
['778471', 'silksoymilk.com', '-2']
['778478', 'implantes-coruna.es', '-2']
['778489', 'carsolutions.lk', '-2']
['778500', 'mathbang.net', '-2']
['778519', 'qikemcf.com', '-2']
['778669', 'jzdtea.com', '-2']
['778928', 'freesitetemplates.com', '-2']
['778949', 'renmin-hotel.com', '-2']
['778970', 'piakorea.com', '-2']
['778972', 'talentql.com', '-2']
['779083', 'mlsat03.de', '-2']
['779150', 'czbing.com', '-2']
['779151', 'momus.ca', '-2']
['779179', 'muttergertrude.net', '-2']
['779219', 'landofniarg.com', '-2']
['779261', 'gsinfo.net.cn', '-2']
['779275', 'noithatpt.net', '-2']
['779276', 'dimensionprinting.com', '-2']
['779431', 'hope4men.org.uk', '-2']
['779484', 'ca-norton.com', '-2']
['779498', 'hbtzzlcxfijk.com', '-2']
['779501', 'karvaantv.com', '-2']
['779526', 'citybank.com', '-2']
['779651', 'businessbooster.tk', '-2']
['779666', 'gen-i.us', '-2']
['779785', '9ijm.com', '-2']
['779884', 'makinkarat.tk', '-2']
['780066', 'n459.com', '-2']
['780232', 'sagha110.ir', '-2']
['780342', 'ahinfo.gov.cn', '-2']
['780422', 'vendortas.co.id', '-2']
['780438', 'cnxydb.com', '-2']
['780478', 'ecbspeg.ru', '-2']
['780588', 'british-civil-wars.co.uk', '-2']
['780627', 'canadagooseoutletstores.org', '-2']
['780662', 'bolink.club', '-2']
['780691', 'kumawar.com', '-2']
['780836', 'jsguangrui.com', '-2']
['780840', 'classifiedskerala.com', '-2']
['780869', 'chanaphanshop.com', '-2']
['781172', 'mooyuu.com', '-2']
['781243', 'binance.net', '-2']
['781378', 'stoppblock.net', '-2']
['781390', 'hhmkt.com', '-2']
['781428', 'yinghe9.com', '-2']
['781522', 'cupido.co', '-2']
['781545', 'newspicker.xyz', '-2']
['781789', 'zxjtzs.com', '-2']
['781803', 'stylenetwork.com', '-2']
['781857', '125y.com', '-2']
['781871', 'digitalequityinc.com', '-2']
['781881', 'weatheroffice.gc.ca', '-2']
['781938', 'zjghot.com', '-2']
['781952', 'picgra.com', '-2']
['781978', 'diendancacanh.com', '-2']
['782180', '159.com', '-2']
['782191', 'qkez.net', '-2']
['782274', '566.com', '-2']
['782292', 'gutcenter.com', '-2']
['782297', 'collegesexwebcams.xyz', '-2']
['782301', 'vgamesky.cn', '-2']
['782328', 'tnax.com.cn', '-2']
['782378', 'and.com', '-2']
['782568', 'atenololmedication.com', '-2']
['782624', 'youlebe.com', '-2']
['782629', 'relaxic.net', '-2']
['782734', 'alarabalyawm.net', '-2']
['782756', 'saudiairlines.tv', '-2']
['782776', 'canscal.online', '-2']
['782798', 'scale4x4rc.org', '-2']
['782808', 'backtrackerblog.com', '-2']
['782870', 'zunyibaidu.com', '-2']
['782935', 'aect435.com', '-2']
['782993', 'cqsw.gov.cn', '-2']
['783119', 'ynzb.com.cn', '-2']
['783180', 'bellevuevets.com', '-2']
['783248', 'champagne-gosset.com', '-2']
['783297', 'syxblin.com', '-2']
['783349', 'geoffmetalcraft.co.za', '-2']
['783414', 'zhujiangrc.com', '-2']
['783418', 'cloudcoder.us', '-2']
['783482', 'eidolons-inn.net', '-2']
['783490', 'onlyfullgames.com', '-2']
['783520', 'phalapoulry.co.za', '-2']
['783531', 'digimodetak.ir', '-2']
['783536', 'canadianonlinepharmacypres.com', '-2']
['783561', 'registerworx.com', '-2']
['783575', 'altinekinmerkezasm.com', '-2']
['783618', 'ourkauaicondo.com', '-2']
['783632', 'meiwen1314.com', '-2']
['783666', 'ukdata.com', '-2']
['783688', 'dianemessidoro.co.uk', '-2']
['783692', '2lisi.com', '-2']
['783767', 'bodysymmetry.com.au', '-2']
['783807', 'in2english.com.cn', '-2']
['783925', 'wangpan007.com', '-2']
['783966', 'misslilys.com', '-2']
['783981', 'quickleft.com', '-2']
['784038', 'javvin.com', '-2']
['784047', 'q92wichita.com', '-2']
['784048', 'slovenia-tourism.si', '-2']
['784165', 'acuvue.ru', '-2']
['784172', 'amerisbanks.solutions', '-2']
['784206', '300803.com', '-2']
['784217', 'pasazbiznesu.pl', '-2']
['784222', 'occonverter.cn', '-2']
['784228', 'digitalmindspa.com', '-2']
['784231', 'bankloanusa.us', '-2']
['784290', 'nabilweb.com', '-2']
['784295', 'reactionface.info', '-2']
['784316', 'btbt.tv', '-2']
['784356', 'thanglonglive.com', '-2']
['784378', 'wzidwomensexpo.com', '-2']
['784379', 'njsxkt.com', '-2']
['784380', 'pawnmagic.com', '-2']
['784410', 'fsxcb.gov.cn', '-2']
['784444', 'betgit185.com', '-2']
['784454', 'mamamedia.com', '-2']
['784503', 'hollywoodhelps.org', '-2']
['784504', 'vendoportatiles.com', '-2']
['784513', 'cmfax.com', '-2']
['784519', '55zw.com', '-2']
['784598', 'diningetc.com', '-2']
['784625', 'mississippirealestateagentsdirectory.com', '-2']
['784664', 'thinsmoke.com', '-2']
['784691', 'blackmarketpng.com', '-2']
['784713', 'mall18.xyz', '-2']
['784749', 'xhhw.com', '-2']
['784826', 'ringman.com', '-2']
['784829', 'honestbee.ph', '-2']
['784895', 'velvetheartlegwear.com', '-2']
['784927', 'erfurt.net.cn', '-2']
['784942', 'amisportedemons.be', '-2']
['784950', 'chenxintest.com', '-2']
['785053', 'patchstore.ir', '-2']
['785109', 'oilandgasroyalties.com', '-2']
['785114', 'denvercomiccon.com', '-2']
['785221', 'metrolagu1.site', '-2']
['785263', 'feifantxt.com', '-2']
['785306', '31gm.com', '-2']
['785366', 'vakilemanrazmjooie.ir', '-2']
['785437', 'grouseguide.com', '-2']
['785469', 'ebio-one.com', '-2']
['785491', 'pranamaya.com', '-2']
['785497', 'alleg.edu', '-2']
['785583', 'porno-incest.ru', '-2']
['785592', 'triggerstreet.com', '-2']
['785653', 'fazsimples.com.br', '-2']
['785674', 'amsafe-aviation.com', '-2']
['785708', 'pandoraoutletstores.com', '-2']
['785938', 'iart.com.cn', '-2']
['785952', 'mysilpada.com', '-2']
['785956', 'vagus.com', '-2']
['785962', 'clsupply.com', '-2']
['786012', 'kegmaxsbrewing.com', '-2']
['786109', 'le-chocolat.com', '-2']
['786113', 'wulimusic.net', '-2']
['786165', 'xlgd.net', '-2']
['786191', 'qt6.com', '-2']
['786222', 'gisellefernandez.net', '-2']
['786228', 'jxlongding.com', '-2']
['786262', 'ahagkj.com', '-2']
['786274', 'artlessonvideos.com', '-2']
['786276', 'theremcraftstore.com', '-2']
['786287', 'voucherscodes.uk', '-2']
['786342', 'coleintl.com', '-2']
['786372', 'gzouerya.com', '-2']
['786415', 'clkbenz.com', '-2']
['786440', 'celebrateyourfaith.org', '-2']
['786480', 'trustedmeds.store', '-2']
['786486', 'frimoniforum.com', '-2']
['786497', 'iri.edu.ar', '-2']
['786502', 'stationhousehotel.com', '-2']
['786508', 'zxyt2009.com', '-2']
['786602', 'myxxxgroupsex.com', '-2']
['786613', 'afpbbnews.net', '-2']
['786640', 'anads.co', '-2']
['786644', 'batcloud.cn', '-2']
['786789', 'globaltrustinvestments.com', '-2']
['786798', 'italywalks.net', '-2']
['786870', 'skbakes.co', '-2']
['786900', 'golden888.xyz', '-2']
['786901', 'helendilworth.com', '-2']
['786936', 'worldental.org', '-2']
['786939', 'xmykauto.com', '-2']
['786950', 'skinexpert.com.ng', '-2']
['786992', 'gospelglasses.net', '-2']
['787086', 'illinoiszephyr.biz', '-2']
['787189', 'qdbbqx.com', '-2']
